id,approvedName,bioType,proteinAnnotations.functions,reactome
ENSG00000027075,protein kinase C eta,protein_coding,"['Calcium-independent, phospholipid- and diacylglycerol (DAG)-dependent serine/threonine-protein kinase that is involved in the regulation of cell differentiation in keratinocytes and pre-B cell receptor, mediates regulation of epithelial tight junction integrity and foam cell formation, and is required for glioblastoma proliferation and apoptosis prevention in MCF-7 cells. In keratinocytes, binds and activates the tyrosine kinase FYN, which in turn blocks epidermal growth factor receptor (EGFR) signaling and leads to keratinocyte growth arrest and differentiation. Associates with the cyclin CCNE1-CDK2-CDKN1B complex and inhibits CDK2 kinase activity, leading to RB1 dephosphorylation and thereby G1 arrest in keratinocytes. In association with RALA activates actin depolymerization, which is necessary for keratinocyte differentiation. In the pre-B cell receptor signaling, functions downstream of BLNK by up-regulating IRF4, which in turn activates L chain gene rearrangement. Regulates epithelial tight junctions (TJs) by phosphorylating occludin (OCLN) on threonine residues, which is necessary for the assembly and maintenance of TJs. In association with PLD2 and via TLR4 signaling, is involved in lipopolysaccharide (LPS)-induced RGS2 down-regulation and foam cell formation. Upon PMA stimulation, mediates glioblastoma cell proliferation by activating the mTOR pathway, the PI3K/AKT pathway and the ERK1-dependent phosphorylation of ELK1. Involved in the protection of glioblastoma cells from irradiation-induced apoptosis by preventing caspase-9 activation. In camptothecin-treated MCF-7 cells, regulates NF-kappa-B upstream signaling by activating IKBKB, and confers protection against DNA damage-induced apoptosis. Promotes oncogenic functions of ATF2 in the nucleus while blocking its apoptotic function at mitochondria. Phosphorylates ATF2 which promotes its nuclear retention and transcriptional activity and negatively regulates its mitochondrial localization.']",['R-HSA-114508' 'R-HSA-418597']
ENSG00000059758,cyclin dependent kinase 17,protein_coding,['May play a role in terminally differentiated neurons. Has a Ser/Thr-phosphorylating activity for histone H1 (By similarity).'],[]
ENSG00000060718,collagen type XI alpha 1 chain,protein_coding,['May play an important role in fibrillogenesis by controlling lateral growth of collagen II fibrils.'],"['R-HSA-1442490' 'R-HSA-1650814' 'R-HSA-2022090' 'R-HSA-3000171'
 'R-HSA-8874081' 'R-HSA-8948216']"
ENSG00000065518,NADH:ubiquinone oxidoreductase subunit B4,protein_coding,"['Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone.']",['R-HSA-611105' 'R-HSA-6799198']
ENSG00000070019,guanylate cyclase 2C,protein_coding,['Receptor for the E.coli heat-stable enterotoxin (E.coli enterotoxin markedly stimulates the accumulation of cGMP in mammalian cells expressing GC-C). Also activated by the endogenous peptides guanylin and uroguanylin.'],['R-HSA-8935690' 'R-HSA-8942233']
ENSG00000070886,EPH receptor A8,protein_coding,"['Receptor tyrosine kinase which binds promiscuously GPI-anchored ephrin-A family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. The GPI-anchored ephrin-A EFNA2, EFNA3, and EFNA5 are able to activate EPHA8 through phosphorylation. With EFNA5 may regulate integrin-mediated cell adhesion and migration on fibronectin substrate but also neurite outgrowth. During development of the nervous system plays also a role in axon guidance. Downstream effectors of the EPHA8 signaling pathway include FYN which promotes cell adhesion upon activation by EPHA8 and the MAP kinases in the stimulation of neurite outgrowth (By similarity).']",['R-HSA-2682334' 'R-HSA-3928663' 'R-HSA-3928665']
ENSG00000072274,transferrin receptor,protein_coding,"['Cellular uptake of iron occurs via receptor-mediated endocytosis of ligand-occupied transferrin receptor into specialized endosomes (PubMed:26214738). Endosomal acidification leads to iron release. The apotransferrin-receptor complex is then recycled to the cell surface with a return to neutral pH and the concomitant loss of affinity of apotransferrin for its receptor. Transferrin receptor is necessary for development of erythrocytes and the nervous system (By similarity). A second ligand, the heditary hemochromatosis protein HFE, competes for binding with transferrin for an overlapping C-terminal binding site. Positively regulates T and B cell proliferation through iron uptake (PubMed:26642240). Acts as a lipid sensor that regulates mitochondrial fusion by regulating activation of the JNK pathway (PubMed:26214738). When dietary levels of stearate (C18:0) are low, promotes activation of the JNK pathway, resulting in HUWE1-mediated ubiquitination and subsequent degradation of the mitofusin MFN2 and inhibition of mitochondrial fusion (PubMed:26214738). When dietary levels of stearate (C18:0) are high, TFRC stearoylation inhibits activation of the JNK pathway and thus degradation of the mitofusin MFN2 (PubMed:26214738).'
 '(Microbial infection) Acts as a receptor for new-world arenaviruses: Guanarito, Junin and Machupo virus.']",['R-HSA-432722' 'R-HSA-8856825' 'R-HSA-8856828' 'R-HSA-917977']
ENSG00000075043,potassium voltage-gated channel subfamily Q member 2,protein_coding,"['Associates with KCNQ3 to form a potassium channel with essentially identical properties to the channel underlying the native M-current, a slowly activating and deactivating potassium conductance which plays a critical role in determining the subthreshold electrical excitability of neurons as well as the responsiveness to synaptic inputs. Therefore, it is important in the regulation of neuronal excitability. KCNQ2/KCNQ3 current is blocked by linopirdine and XE991, and activated by the anticonvulsant retigabine (PubMed:9836639, PubMed:11572947, PubMed:14534157, PubMed:12742592, PubMed:17872363). As the native M-channel, the potassium channel composed of KCNQ2 and KCNQ3 is also suppressed by activation of the muscarinic acetylcholine receptor CHRM1 (PubMed:10684873).']",['R-HSA-1296072' 'R-HSA-445095']
ENSG00000082556,opioid receptor kappa 1,protein_coding,"['G-protein coupled opioid receptor that functions as receptor for endogenous alpha-neoendorphins and dynorphins, but has low affinity for beta-endorphins. Also functions as receptor for various synthetic opioids and for the psychoactive diterpene salvinorin A. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling leads to the inhibition of adenylate cyclase activity. Inhibits neurotransmitter release by reducing calcium ion currents and increasing potassium ion conductance. Plays a role in the perception of pain. Plays a role in mediating reduced physical activity upon treatment with synthetic opioids. Plays a role in the regulation of salivation in response to synthetic opioids. May play a role in arousal and regulation of autonomic and neuroendocrine functions.']",['R-HSA-375276' 'R-HSA-418594' 'R-HSA-9022699']
ENSG00000091879,angiopoietin 2,protein_coding,"['Binds to TEK/TIE2, competing for the ANGPT1 binding site, and modulating ANGPT1 signaling. Can induce tyrosine phosphorylation of TEK/TIE2 in the absence of ANGPT1. In the absence of angiogenic inducers, such as VEGF, ANGPT2-mediated loosening of cell-matrix contacts may induce endothelial cell apoptosis with consequent vascular regression. In concert with VEGF, it may facilitate endothelial cell migration and proliferation, thus serving as a permissive angiogenic signal.']",['R-HSA-210993']
ENSG00000091972,CD200 molecule,protein_coding,['Costimulates T-cell proliferation. May regulate myeloid cell activity in a variety of tissues.'],['R-HSA-198933']
ENSG00000094631,histone deacetylase 6,protein_coding,"['Responsible for the deacetylation of lysine residues on the N-terminal part of the core histones (H2A, H2B, H3 and H4) (PubMed:10220385). Histone deacetylation gives a tag for epigenetic repression and plays an important role in transcriptional regulation, cell cycle progression and developmental events (PubMed:10220385). Histone deacetylases act via the formation of large multiprotein complexes (PubMed:10220385). In addition to histones, deacetylates other proteins: plays a central role in microtubule-dependent cell motility by mediating deacetylation of tubulin (PubMed:12024216, PubMed:20308065). Promotes deacetylation of CTTN, leading to actin polymerization, promotion of autophagosome-lysosome fusion and completion of autophagy (PubMed:30538141). Involved in the MTA1-mediated epigenetic regulation of ESR1 expression in breast cancer (PubMed:24413532). In addition to its protein deacetylase activity, plays a key role in the degradation of misfolded proteins: when misfolded proteins are too abundant to be degraded by the chaperone refolding system and the ubiquitin-proteasome, mediates the transport of misfolded proteins to a cytoplasmic juxtanuclear structure called aggresome (PubMed:17846173). Probably acts as an adapter that recognizes polyubiquitinated misfolded proteins and target them to the aggresome, facilitating their clearance by autophagy (PubMed:17846173).']","['R-HSA-2122947' 'R-HSA-2644606' 'R-HSA-2894862' 'R-HSA-3371511'
 'R-HSA-350054' 'R-HSA-5617833' 'R-HSA-8878166' 'R-HSA-8940973'
 'R-HSA-9613829' 'R-HSA-9615710' 'R-HSA-9646399']"
ENSG00000100030,mitogen-activated protein kinase 1,protein_coding,"['Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. MAPK1/ERK2 and MAPK3/ERK1 are the 2 MAPKs which play an important role in the MAPK/ERK cascade. They participate also in a signaling cascade initiated by activated KIT and KITLG/SCF. Depending on the cellular context, the MAPK/ERK cascade mediates diverse biological functions such as cell growth, adhesion, survival and differentiation through the regulation of transcription, translation, cytoskeletal rearrangements. The MAPK/ERK cascade plays also a role in initiation and regulation of meiosis, mitosis, and postmitotic functions in differentiated cells by phosphorylating a number of transcription factors. About 160 substrates have already been discovered for ERKs. Many of these substrates are localized in the nucleus, and seem to participate in the regulation of transcription upon stimulation. However, other substrates are found in the cytosol as well as in other cellular organelles, and those are responsible for processes such as translation, mitosis and apoptosis. Moreover, the MAPK/ERK cascade is also involved in the regulation of the endosomal dynamics, including lysosome processing and endosome cycling through the perinuclear recycling compartment (PNRC); as well as in the fragmentation of the Golgi apparatus during mitosis. The substrates include transcription factors (such as ATF2, BCL6, ELK1, ERF, FOS, HSF4 or SPZ1), cytoskeletal elements (such as CANX, CTTN, GJA1, MAP2, MAPT, PXN, SORBS3 or STMN1), regulators of apoptosis (such as BAD, BTG2, CASP9, DAPK1, IER3, MCL1 or PPARG), regulators of translation (such as EIF4EBP1) and a variety of other signaling-related molecules (like ARHGEF2, DCC, FRS2 or GRB10). Protein kinases (such as RAF1, RPS6KA1/RSK1, RPS6KA3/RSK2, RPS6KA2/RSK3, RPS6KA6/RSK4, SYK, MKNK1/MNK1, MKNK2/MNK2, RPS6KA5/MSK1, RPS6KA4/MSK2, MAPKAPK3 or MAPKAPK5) and phosphatases (such as DUSP1, DUSP4, DUSP6 or DUSP16) are other substrates which enable the propagation the MAPK/ERK signal to additional cytosolic and nuclear targets, thereby extending the specificity of the cascade. Mediates phosphorylation of TPR in response to EGF stimulation. May play a role in the spindle assembly checkpoint. Phosphorylates PML and promotes its interaction with PIN1, leading to PML degradation. Phosphorylates CDK2AP2 (By similarity).'
 'Acts as a transcriptional repressor. Binds to a [GC]AAA[GC] consensus sequence. Repress the expression of interferon gamma-induced genes. Seems to bind to the promoter of CCL5, DMP1, IFIH1, IFITM1, IRF7, IRF9, LAMP3, OAS1, OAS2, OAS3 and STAT1. Transcriptional activity is independent of kinase activity.']","['R-HSA-111995' 'R-HSA-112409' 'R-HSA-112411' 'R-HSA-1295596'
 'R-HSA-162658' 'R-HSA-170968' 'R-HSA-198753' 'R-HSA-202670'
 'R-HSA-2029482' 'R-HSA-2559580' 'R-HSA-2559582' 'R-HSA-2559585'
 'R-HSA-2871796' 'R-HSA-3371453' 'R-HSA-375165' 'R-HSA-437239'
 'R-HSA-444257' 'R-HSA-445144' 'R-HSA-450341' 'R-HSA-456926'
 'R-HSA-5654726' 'R-HSA-5654727' 'R-HSA-5654732' 'R-HSA-5654733'
 'R-HSA-5663213' 'R-HSA-5668599' 'R-HSA-5673001' 'R-HSA-5674135'
 'R-HSA-5674499' 'R-HSA-5675221' 'R-HSA-6798695' 'R-HSA-6802946'
 'R-HSA-6802948' 'R-HSA-6802952' 'R-HSA-6802955' 'R-HSA-6811558'
 'R-HSA-74749' 'R-HSA-879415' 'R-HSA-881907' 'R-HSA-8939211'
 'R-HSA-8940973' 'R-HSA-8943724' 'R-HSA-9627069' 'R-HSA-9634635'
 'R-HSA-9634638' 'R-HSA-9635465' 'R-HSA-9649948' 'R-HSA-9652169'
 'R-HSA-9652817' 'R-HSA-9656223' 'R-HSA-9664422' 'R-HSA-982772']"
ENSG00000101182,proteasome 20S subunit alpha 7,protein_coding,"['Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP-dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing proteins whose functions are no longer required. Associated with the PA200 or PA28, the 20S proteasome mediates ubiquitin-independent protein degradation. This type of proteolysis is required in several pathways including spermatogenesis (20S-PA200 complex) or generation of a subset of MHC class I-presented antigenic peptides (20S-PA28 complex). Inhibits the transactivation function of HIF-1A under both normoxic and hypoxia-mimicking conditions. The interaction with EMAP2 increases the proteasome-mediated HIF-1A degradation under the hypoxic conditions. Plays a role in hepatitis C virus internal ribosome entry site-mediated translation. Mediates nuclear translocation of the androgen receptor (AR) and thereby enhances androgen-mediated transactivation. Promotes MAVS degradation and thereby negatively regulates MAVS-mediated innate immune response.']","['R-HSA-1169091' 'R-HSA-1234176' 'R-HSA-1236974' 'R-HSA-1236978'
 'R-HSA-174084' 'R-HSA-174113' 'R-HSA-174154' 'R-HSA-174178'
 'R-HSA-174184' 'R-HSA-180534' 'R-HSA-180585' 'R-HSA-187577'
 'R-HSA-195253' 'R-HSA-202424' 'R-HSA-211733' 'R-HSA-2467813'
 'R-HSA-2871837' 'R-HSA-349425' 'R-HSA-350562' 'R-HSA-382556'
 'R-HSA-450408' 'R-HSA-4608870' 'R-HSA-4641257' 'R-HSA-4641258'
 'R-HSA-5358346' 'R-HSA-5362768' 'R-HSA-5607761' 'R-HSA-5607764'
 'R-HSA-5610780' 'R-HSA-5610783' 'R-HSA-5610785' 'R-HSA-5632684'
 'R-HSA-5658442' 'R-HSA-5668541' 'R-HSA-5676590' 'R-HSA-5678895'
 'R-HSA-5687128' 'R-HSA-5689603' 'R-HSA-5689880' 'R-HSA-68827'
 'R-HSA-68949' 'R-HSA-69017' 'R-HSA-69481' 'R-HSA-69601' 'R-HSA-75815'
 'R-HSA-8852276' 'R-HSA-8854050' 'R-HSA-8939236' 'R-HSA-8939902'
 'R-HSA-8941858' 'R-HSA-8948751' 'R-HSA-8951664' 'R-HSA-9010553'
 'R-HSA-9020702' 'R-HSA-9604323' 'R-HSA-983168']"
ENSG00000102312,porcupine O-acyltransferase,protein_coding,"['Protein-serine O-palmitoleoyltransferase that acts as a key regulator of the Wnt signaling pathway by mediating the attachment of palmitoleate, a 16-carbon monounsaturated fatty acid (C16:1), to Wnt proteins. Serine palmitoleylation of WNT proteins is required for efficient binding to frizzled receptors.']",['R-HSA-3238698' 'R-HSA-5340573']
ENSG00000102882,mitogen-activated protein kinase 3,protein_coding,"['Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. MAPK1/ERK2 and MAPK3/ERK1 are the 2 MAPKs which play an important role in the MAPK/ERK cascade. They participate also in a signaling cascade initiated by activated KIT and KITLG/SCF. Depending on the cellular context, the MAPK/ERK cascade mediates diverse biological functions such as cell growth, adhesion, survival and differentiation through the regulation of transcription, translation, cytoskeletal rearrangements. The MAPK/ERK cascade plays also a role in initiation and regulation of meiosis, mitosis, and postmitotic functions in differentiated cells by phosphorylating a number of transcription factors. About 160 substrates have already been discovered for ERKs. Many of these substrates are localized in the nucleus, and seem to participate in the regulation of transcription upon stimulation. However, other substrates are found in the cytosol as well as in other cellular organelles, and those are responsible for processes such as translation, mitosis and apoptosis. Moreover, the MAPK/ERK cascade is also involved in the regulation of the endosomal dynamics, including lysosome processing and endosome cycling through the perinuclear recycling compartment (PNRC); as well as in the fragmentation of the Golgi apparatus during mitosis. The substrates include transcription factors (such as ATF2, BCL6, ELK1, ERF, FOS, HSF4 or SPZ1), cytoskeletal elements (such as CANX, CTTN, GJA1, MAP2, MAPT, PXN, SORBS3 or STMN1), regulators of apoptosis (such as BAD, BTG2, CASP9, DAPK1, IER3, MCL1 or PPARG), regulators of translation (such as EIF4EBP1) and a variety of other signaling-related molecules (like ARHGEF2, FRS2 or GRB10). Protein kinases (such as RAF1, RPS6KA1/RSK1, RPS6KA3/RSK2, RPS6KA2/RSK3, RPS6KA6/RSK4, SYK, MKNK1/MNK1, MKNK2/MNK2, RPS6KA5/MSK1, RPS6KA4/MSK2, MAPKAPK3 or MAPKAPK5) and phosphatases (such as DUSP1, DUSP4, DUSP6 or DUSP16) are other substrates which enable the propagation the MAPK/ERK signal to additional cytosolic and nuclear targets, thereby extending the specificity of the cascade.']","['R-HSA-110056' 'R-HSA-112409' 'R-HSA-1169408' 'R-HSA-1295596'
 'R-HSA-162658' 'R-HSA-170968' 'R-HSA-198753' 'R-HSA-202670'
 'R-HSA-2029482' 'R-HSA-2559580' 'R-HSA-2559582' 'R-HSA-2559585'
 'R-HSA-2871796' 'R-HSA-3371453' 'R-HSA-375165' 'R-HSA-444257'
 'R-HSA-445144' 'R-HSA-450341' 'R-HSA-456926' 'R-HSA-5654726'
 'R-HSA-5654727' 'R-HSA-5654732' 'R-HSA-5654733' 'R-HSA-5663213'
 'R-HSA-5668599' 'R-HSA-5673001' 'R-HSA-5674135' 'R-HSA-5674499'
 'R-HSA-5675221' 'R-HSA-6802946' 'R-HSA-6802948' 'R-HSA-6802952'
 'R-HSA-6802955' 'R-HSA-6811558' 'R-HSA-73728' 'R-HSA-74749'
 'R-HSA-879415' 'R-HSA-881907' 'R-HSA-8939211' 'R-HSA-8940973'
 'R-HSA-8943724' 'R-HSA-9627069' 'R-HSA-9634638' 'R-HSA-9635465'
 'R-HSA-9649948' 'R-HSA-9652169' 'R-HSA-9656223' 'R-HSA-9664422'
 'R-HSA-982772']"
ENSG00000104321,transient receptor potential cation channel subfamily A member 1,protein_coding,"['Receptor-activated non-selective cation channel involved in pain detection and possibly also in cold perception, oxygen concentration perception, cough, itch, and inner ear function (PubMed:21873995, PubMed:23199233, PubMed:25389312, PubMed:25855297). Shows 8-fold preference for divalent over monovalent cations (PubMed:31447178). Has a central role in the pain response to endogenous inflammatory mediators and to a diverse array of irritants, such as allylthiocyanate (AITC) from mustard oil or wasabi, cinnamaldehyde, diallyl disulfide (DADS) from garlic, and acrolein, an irritant from tears gas and vehicule exhaust fumes (PubMed:25389312, PubMed:27241698, PubMed:30878828, PubMed:20547126). Acts also as an ionotropic cannabinoid receptor by being activated by delta(9)-tetrahydrocannabinol (THC), the psychoactive component of marijuana (PubMed:25389312). Is activated by a large variety of structurally unrelated electrophilic and non-electrophilic chemical compounds. Electrophilic ligands activate TRPA1 by interacting with critical N-terminal Cys residues in a covalent manner, whereas mechanisms of non-electrophilic ligands are not well determined. May be a component for the mechanosensitive transduction channel of hair cells in inner ear, thereby participating in the perception of sounds. Probably operated by a phosphatidylinositol second messenger system (By similarity).']",['R-HSA-3295583']
ENSG00000104365,inhibitor of nuclear factor kappa B kinase subunit beta,protein_coding,"[""Serine kinase that plays an essential role in the NF-kappa-B signaling pathway which is activated by multiple stimuli such as inflammatory cytokines, bacterial or viral products, DNA damages or other cellular stresses (PubMed:30337470). Acts as part of the canonical IKK complex in the conventional pathway of NF-kappa-B activation. Phosphorylates inhibitors of NF-kappa-B on 2 critical serine residues. These modifications allow polyubiquitination of the inhibitors and subsequent degradation by the proteasome. In turn, free NF-kappa-B is translocated into the nucleus and activates the transcription of hundreds of genes involved in immune response, growth control, or protection against apoptosis. In addition to the NF-kappa-B inhibitors, phosphorylates several other components of the signaling pathway including NEMO/IKBKG, NF-kappa-B subunits RELA and NFKB1, as well as IKK-related kinases TBK1 and IKBKE (PubMed:11297557, PubMed:20410276). IKK-related kinase phosphorylations may prevent the overproduction of inflammatory mediators since they exert a negative regulation on canonical IKKs. Phosphorylates FOXO3, mediating the TNF-dependent inactivation of this pro-apoptotic transcription factor (PubMed:15084260). Also phosphorylates other substrates including NCOA3, BCL10 and IRS1 (PubMed:17213322). Within the nucleus, acts as an adapter protein for NFKBIA degradation in UV-induced NF-kappa-B activation (PubMed:11297557). Phosphorylates RIPK1 at 'Ser-25' which represses its kinase activity and consequently prevents TNF-mediated RIPK1-dependent cell death (By similarity). Phosphorylates the C-terminus of IRF5, stimulating IRF5 homodimerization and translocation into the nucleus (PubMed:25326418).""]","['R-HSA-1169091' 'R-HSA-1236974' 'R-HSA-168638' 'R-HSA-168927'
 'R-HSA-1810476' 'R-HSA-202424' 'R-HSA-209543' 'R-HSA-209560'
 'R-HSA-2871837' 'R-HSA-445989' 'R-HSA-5357905' 'R-HSA-5357956'
 'R-HSA-5602636' 'R-HSA-5603027' 'R-HSA-5603029' 'R-HSA-5607764'
 'R-HSA-5684264' 'R-HSA-9020702' 'R-HSA-933542' 'R-HSA-933543'
 'R-HSA-937039' 'R-HSA-937041' 'R-HSA-975144']"
ENSG00000104894,CD37 molecule,protein_coding,[],[]
ENSG00000105647,phosphoinositide-3-kinase regulatory subunit 2,protein_coding,"['Regulatory subunit of phosphoinositide-3-kinase (PI3K), a kinase that phosphorylates PtdIns(4,5)P2 (Phosphatidylinositol 4,5-bisphosphate) to generate phosphatidylinositol 3,4,5-trisphosphate (PIP3). PIP3 plays a key role by recruiting PH domain-containing proteins to the membrane, including AKT1 and PDPK1, activating signaling cascades involved in cell growth, survival, proliferation, motility and morphology. Binds to activated (phosphorylated) protein-tyrosine kinases, through its SH2 domain, and acts as an adapter, mediating the association of the p110 catalytic unit to the plasma membrane. Indirectly regulates autophagy (PubMed:23604317). Promotes nuclear translocation of XBP1 isoform 2 in a ER stress- and/or insulin-dependent manner during metabolic overloading in the liver and hence plays a role in glucose tolerance improvement (By similarity).']","['R-HSA-109704' 'R-HSA-112399' 'R-HSA-114604' 'R-HSA-1257604'
 'R-HSA-1266695' 'R-HSA-1433557' 'R-HSA-1660499' 'R-HSA-186763'
 'R-HSA-198203' 'R-HSA-202424' 'R-HSA-2029485' 'R-HSA-210993'
 'R-HSA-2219530' 'R-HSA-2424491' 'R-HSA-2730905' 'R-HSA-373753'
 'R-HSA-388841' 'R-HSA-389357' 'R-HSA-416476' 'R-HSA-4420097'
 'R-HSA-512988' 'R-HSA-5673001' 'R-HSA-6811558' 'R-HSA-8853659'
 'R-HSA-9009391' 'R-HSA-912526' 'R-HSA-912631' 'R-HSA-9670439'
 'R-HSA-9673767' 'R-HSA-9673770']"
ENSG00000108344,"proteasome 26S subunit, non-ATPase 3",protein_coding,"['Component of the 26S proteasome, a multiprotein complex involved in the ATP-dependent degradation of ubiquitinated proteins. This complex plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins, which could impair cellular functions, and by removing proteins whose functions are no longer required. Therefore, the proteasome participates in numerous cellular processes, including cell cycle progression, apoptosis, or DNA damage repair.']","['R-HSA-1169091' 'R-HSA-1234176' 'R-HSA-1236974' 'R-HSA-1236978'
 'R-HSA-174084' 'R-HSA-174113' 'R-HSA-174154' 'R-HSA-174178'
 'R-HSA-174184' 'R-HSA-180534' 'R-HSA-180585' 'R-HSA-187577'
 'R-HSA-195253' 'R-HSA-202424' 'R-HSA-211733' 'R-HSA-2467813'
 'R-HSA-2871837' 'R-HSA-349425' 'R-HSA-350562' 'R-HSA-382556'
 'R-HSA-450408' 'R-HSA-4608870' 'R-HSA-4641257' 'R-HSA-4641258'
 'R-HSA-5358346' 'R-HSA-5362768' 'R-HSA-5607761' 'R-HSA-5607764'
 'R-HSA-5610780' 'R-HSA-5610783' 'R-HSA-5610785' 'R-HSA-5632684'
 'R-HSA-5658442' 'R-HSA-5668541' 'R-HSA-5676590' 'R-HSA-5678895'
 'R-HSA-5687128' 'R-HSA-5689603' 'R-HSA-5689880' 'R-HSA-6798695'
 'R-HSA-68827' 'R-HSA-68949' 'R-HSA-69017' 'R-HSA-69481' 'R-HSA-69601'
 'R-HSA-75815' 'R-HSA-8852276' 'R-HSA-8854050' 'R-HSA-8939236'
 'R-HSA-8939902' 'R-HSA-8941858' 'R-HSA-8948751' 'R-HSA-8951664'
 'R-HSA-9010553' 'R-HSA-9020702' 'R-HSA-9604323' 'R-HSA-983168']"
ENSG00000110680,calcitonin related polypeptide alpha,protein_coding,"['CGRP induces vasodilation. It dilates a variety of vessels including the coronary, cerebral and systemic vasculature. Its abundance in the CNS also points toward a neurotransmitter or neuromodulator role. It also elevates platelet cAMP.']",['R-HSA-418555' 'R-HSA-419812' 'R-HSA-9660821']
ENSG00000111321,lymphotoxin beta receptor,protein_coding,"['Receptor for the heterotrimeric lymphotoxin containing LTA and LTB, and for TNFS14/LIGHT. Promotes apoptosis via TRAF3 and TRAF5. May play a role in the development of lymphoid organs.']",['R-HSA-5668541' 'R-HSA-5676594']
ENSG00000115884,syndecan 1,protein_coding,['Cell surface proteoglycan that bears both heparan sulfate and chondroitin sulfate and that links the cytoskeleton to the interstitial matrix. Regulates exosome biogenesis in concert with SDCBP and PDCD6IP (PubMed:22660413).'],"['R-HSA-1971475' 'R-HSA-2022928' 'R-HSA-2024096' 'R-HSA-202733'
 'R-HSA-3000170' 'R-HSA-3560783' 'R-HSA-3560801' 'R-HSA-3656237'
 'R-HSA-3656253' 'R-HSA-4420332' 'R-HSA-449836' 'R-HSA-975634']"
ENSG00000116032,glutamate ionotropic receptor NMDA type subunit 3B,protein_coding,"['NMDA receptor subtype of glutamate-gated ion channels with reduced single-channel conductance, low calcium permeability and low voltage-dependent sensitivity to magnesium. Mediated by glycine.']",['R-HSA-9609736']
ENSG00000116478,histone deacetylase 1,protein_coding,"[""Responsible for the deacetylation of lysine residues on the N-terminal part of the core histones (H2A, H2B, H3 and H4). Histone deacetylation gives a tag for epigenetic repression and plays an important role in transcriptional regulation, cell cycle progression and developmental events. Histone deacetylases act via the formation of large multiprotein complexes. Deacetylates SP proteins, SP1 and SP3, and regulates their function. Component of the BRG1-RB1-HDAC1 complex, which negatively regulates the CREST-mediated transcription in resting neurons. Upon calcium stimulation, HDAC1 is released from the complex and CREBBP is recruited, which facilitates transcriptional activation. Deacetylates TSHZ3 and regulates its transcriptional repressor activity. Deacetylates 'Lys-310' in RELA and thereby inhibits the transcriptional activity of NF-kappa-B. Deacetylates NR1D2 and abrogates the effect of KAT5-mediated relieving of NR1D2 transcription repression activity. Component of a RCOR/GFI/KDM1A/HDAC complex that suppresses, via histone deacetylase (HDAC) recruitment, a number of genes implicated in multilineage blood cell development. Involved in CIART-mediated transcriptional repression of the circadian transcriptional activator: CLOCK-ARNTL/BMAL1 heterodimer. Required for the transcriptional repression of circadian target genes, such as PER1, mediated by the large PER complex or CRY1 through histone deacetylation.""]","['R-HSA-1362277' 'R-HSA-1362300' 'R-HSA-1538133' 'R-HSA-193670'
 'R-HSA-201722' 'R-HSA-2122947' 'R-HSA-2173795' 'R-HSA-2173796'
 'R-HSA-2644606' 'R-HSA-2894862' 'R-HSA-3214815' 'R-HSA-350054'
 'R-HSA-3769402' 'R-HSA-427389' 'R-HSA-427413' 'R-HSA-4551638'
 'R-HSA-4641265' 'R-HSA-6804758' 'R-HSA-69205' 'R-HSA-73762'
 'R-HSA-8936459' 'R-HSA-8943724' 'R-HSA-9018519' 'R-HSA-9022538'
 'R-HSA-9022692' 'R-HSA-9022699' 'R-HSA-9022702' 'R-HSA-9615017'
 'R-HSA-9679191' 'R-HSA-983231']"
ENSG00000118113,matrix metallopeptidase 8,protein_coding,"['Can degrade fibrillar type I, II, and III collagens.']",['R-HSA-1442490' 'R-HSA-1474228' 'R-HSA-1592389' 'R-HSA-6798695']
